,loss,mae,val_loss,val_mae,learning_rate
0,0.9651253819465637,0.7255483269691467,9.348752975463867,2.3120131492614746,9.999999747378752e-05
1,0.8824257850646973,0.668036937713623,9.094632148742676,2.2748191356658936,9.999999747378752e-05
2,0.7667244672775269,0.6063022017478943,9.108024597167969,2.272901773452759,9.999999747378752e-05
3,0.7934366464614868,0.6150011420249939,9.261698722839355,2.2900218963623047,9.999999747378752e-05
4,0.7171006202697754,0.5848410725593567,9.58198070526123,2.330105781555176,9.999999747378752e-05
5,0.6190707683563232,0.5363044738769531,10.480347633361816,2.4376232624053955,9.999999747378752e-05
6,0.5815028548240662,0.504707932472229,10.560592651367188,2.4568233489990234,9.999999747378752e-05
7,0.566963791847229,0.506670355796814,11.134342193603516,2.5283520221710205,1.9999999494757503e-05
8,0.5876153707504272,0.505874514579773,11.453529357910156,2.566300630569458,1.9999999494757503e-05
9,0.6134278774261475,0.5043069124221802,11.023941040039062,2.515728712081909,1.9999999494757503e-05
10,0.5509366393089294,0.48584720492362976,9.77275276184082,2.367717981338501,1.9999999494757503e-05
11,0.5296304821968079,0.4890095293521881,7.978038787841797,2.145235776901245,1.9999999494757503e-05
12,0.5751593708992004,0.48452824354171753,6.217171669006348,1.8935692310333252,1.9999999494757503e-05
13,0.580388069152832,0.49965164065361023,4.946842193603516,1.6875207424163818,1.9999999494757503e-05
14,0.5719150304794312,0.5065727829933167,4.3166584968566895,1.577243447303772,1.9999999494757503e-05
15,0.5330765843391418,0.4857589304447174,4.295641899108887,1.5813614130020142,1.9999999494757503e-05
16,0.5493053793907166,0.4872525930404663,4.17887020111084,1.566927194595337,1.9999999494757503e-05
17,0.49286574125289917,0.4649386405944824,4.146106719970703,1.5608909130096436,1.9999999494757503e-05
18,0.48224085569381714,0.4594298303127289,4.169588088989258,1.565140724182129,1.9999999494757503e-05
19,0.5050956606864929,0.46351656317710876,4.197397708892822,1.574836015701294,1.9999999494757503e-05
20,0.48881012201309204,0.4562322795391083,4.087243556976318,1.5535303354263306,1.9999999494757503e-05
21,0.4739028513431549,0.45824921131134033,4.0753173828125,1.551568627357483,1.9999999494757503e-05
22,0.4996313750743866,0.44876086711883545,3.9718148708343506,1.5327112674713135,1.9999999494757503e-05
23,0.4701269567012787,0.44885119795799255,3.9986820220947266,1.5429160594940186,1.9999999494757503e-05
24,0.4633955657482147,0.44598254561424255,3.9802277088165283,1.542952060699463,1.9999999494757503e-05
25,0.4931032955646515,0.4547683000564575,3.914193630218506,1.532120704650879,1.9999999494757503e-05
26,0.4492931365966797,0.43880248069763184,3.904668092727661,1.5343003273010254,1.9999999494757503e-05
27,0.45147332549095154,0.43437325954437256,3.8294596672058105,1.5202224254608154,1.9999999494757503e-05
28,0.4439099133014679,0.4197109043598175,3.8146169185638428,1.5129839181900024,1.9999999494757503e-05
29,0.418525367975235,0.41975364089012146,3.798170566558838,1.5116050243377686,1.9999999494757503e-05
30,0.4254678189754486,0.41416308283805847,3.7611048221588135,1.5069748163223267,1.9999999494757503e-05
31,0.403637170791626,0.4090251624584198,3.6635334491729736,1.4865024089813232,1.9999999494757503e-05
32,0.4620055556297302,0.4350283443927765,3.6530799865722656,1.4879300594329834,1.9999999494757503e-05
33,0.4527248740196228,0.4389450252056122,3.5794506072998047,1.4718908071517944,1.9999999494757503e-05
34,0.3923902213573456,0.40744972229003906,3.584750175476074,1.4714620113372803,1.9999999494757503e-05
35,0.4236142933368683,0.42968836426734924,3.569645404815674,1.4707591533660889,1.9999999494757503e-05
36,0.3763718903064728,0.4012857973575592,3.550626754760742,1.4658032655715942,1.9999999494757503e-05
37,0.4254336953163147,0.4080597460269928,3.5454208850860596,1.4651875495910645,1.9999999494757503e-05
38,0.41228407621383667,0.4112764298915863,3.476353406906128,1.4532644748687744,1.9999999494757503e-05
39,0.39967405796051025,0.4004102349281311,3.398916721343994,1.4349327087402344,1.9999999494757503e-05
40,0.36677756905555725,0.384721964597702,3.3059778213500977,1.4147700071334839,1.9999999494757503e-05
41,0.34812116622924805,0.3774709403514862,3.2770836353302,1.4100090265274048,1.9999999494757503e-05
42,0.35617685317993164,0.382551372051239,3.246621608734131,1.403872013092041,1.9999999494757503e-05
43,0.3848664164543152,0.39554283022880554,3.226048231124878,1.398827314376831,1.9999999494757503e-05
44,0.4111478328704834,0.40747109055519104,3.232680320739746,1.3983052968978882,1.9999999494757503e-05
45,0.3526346683502197,0.3767431974411011,3.2064459323883057,1.3908406496047974,1.9999999494757503e-05
46,0.38320448994636536,0.3942715525627136,3.1394662857055664,1.3758701086044312,1.9999999494757503e-05
47,0.3534143567085266,0.37128958106040955,3.1151020526885986,1.3706915378570557,1.9999999494757503e-05
48,0.4021185338497162,0.40043050050735474,3.103532075881958,1.3695870637893677,1.9999999494757503e-05
49,0.3295210301876068,0.36984309554100037,3.0716664791107178,1.3598276376724243,1.9999999494757503e-05
50,0.36405813694000244,0.36844539642333984,3.1003706455230713,1.3656524419784546,1.9999999494757503e-05
51,0.3364788293838501,0.3634030222892761,3.0406360626220703,1.3533942699432373,1.9999999494757503e-05
